hotel_name,review_text,vader_compound,vader_label,sentiwordnet,afinn_score
Gülemce Apart & Villas,definitely recommend immaculate place recommend owner business retire teacher ismail teacher wife gülşen lady sincere moreover ismail teacher voluntary guide go question mark want spend pleasant holiday choose peace mind,0.9595,positive,"{'positivity': 2.625, 'negativity': 1.0, 'objectivity': 23.375}",12.0
Gülemce Apart & Villas,akyaka come akyaka clean beautiful business stay hotel akyaka discover clean peaceful comfortable place felt home sure see deserve stay accommodation,0.9524,positive,"{'positivity': 2.5, 'negativity': 1.375, 'objectivity': 14.125}",11.0
Gülemce Apart & Villas,immaculate decent place ismail bey offer family atmosphere customer satisfy think place next never regret prefer meet need never regret thank apart close bazaar,0.6761,positive,"{'positivity': 3.375, 'negativity': 3.125, 'objectivity': 16.5}",-2.0
Gülemce Apart & Villas,love warm blood owner apart villa love comfort home quiet quiet luxury apart peace mind owner right address prefer without think everything thank,0.9348,positive,"{'positivity': 4.0, 'negativity': 0.75, 'objectivity': 16.25}",15.0
Gülemce Apart & Villas,stay lovely apart week husband enjoy every minute location definitely convenient able go ölüdeniz iztuzu incekum beach within car also locate centre akyaka allow hang night easily walk bar restaurant apart drive owner family apart lovely family make feel welcome would like thank ismail gülşen ömer great hospitality room clean everything need room felt like home highly recommend lovely place prefer home like place locate heart beautiful beach,0.9928,positive,"{'positivity': 7.75, 'negativity': 0.625, 'objectivity': 50.625}",32.0
Gülemce Apart & Villas,stayed three day vacation lovely wonderful room comfortable clean kitchen every equipment visitor would like cook environment warm friendly ismail abi run place family welcome kind considerate manner can not reiterate enough wonderful suggest stop include beach restaurant activity trip since local akyaka attest place recommend tourist difficulty communicate since ismail abi english teacher fluent like native happy chance spend vacay,0.99,positive,"{'positivity': 4.75, 'negativity': 2.625, 'objectivity': 44.625}",32.0
Gülemce Apart & Villas,hotel clean comfortable peaceful place owner hotel welcome friendly kind wonderful holiday hotel one favourite hotel stay,0.9756,positive,"{'positivity': 1.5, 'negativity': 0.75, 'objectivity': 14.75}",18.0
Gülemce Apart & Villas,apart villa,0.0,neutral,"{'positivity': 0.5, 'negativity': 0.0, 'objectivity': 1.5}",0.0
Gülemce Apart & Villas,start researching could stay akyaka gülemce apart suggestion catch attention first welcome place family business warm friendly ismail prepare travel route family love travel full holiday favorite aspect can not enter room shoe outside clean everything sufficient include kitchen utensil need would like thank gülemce family voluntary guidance warm sincerity want holiday akyaka advise go see without think,0.981,positive,"{'positivity': 3.125, 'negativity': 2.25, 'objectivity': 43.625}",20.0
Huzur Apart Otel,name give people peace mind entrance short conversation halil entrance friendship many welcomed room around room clean clean clean tidy shortage park space recommend peace mind recommend way fall,0.9698,positive,"{'positivity': 0.625, 'negativity': 0.25, 'objectivity': 27.125}",16.0
Huzur Apart Otel,peace apart location not mind quiet beautiful location family want nice vacation choose place want go nice vacation employee friendly friendly thank,0.9377,positive,"{'positivity': 1.75, 'negativity': 1.125, 'objectivity': 19.125}",19.0
Huzur Apart Otel,halil kanoğlu operator every time go help hand every time go akyaka stay address glass smell pool family peaceful safe environment,0.9001,positive,"{'positivity': 1.875, 'negativity': 0.0, 'objectivity': 16.125}",5.0
Huzur Apart Otel,akyaka beautiful apart family ideal place clean safe staff friendly friendly foreigner attract hotel apart home evaluate close sea child pool ideal everything thank,0.9792,positive,"{'positivity': 2.625, 'negativity': 0.0, 'objectivity': 19.375}",13.0
Huzur Apart Otel,nice family business nice place stay family,0.6808,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 7.0}",6.0
Huzur Apart Otel,bad experience staff hotel unfriendly facility promise cheap room come switch room woman say employee change next day charge rip check immediately never see pool clean bacteria level high,-0.7147,negative,"{'positivity': 0.375, 'negativity': 3.25, 'objectivity': 25.375}",0.0
Huzur Apart Otel,close center beach quiet peaceful time family manage clean room,0.7096,positive,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 9.625}",4.0
Huzur Apart Otel,price reasonable little bit far beach nice,0.4215,positive,"{'positivity': 0.5, 'negativity': 0.375, 'objectivity': 6.125}",3.0
Huzur Apart Otel,peaceful place stay recommend,0.6908,positive,"{'positivity': 0.25, 'negativity': 0.125, 'objectivity': 3.625}",4.0
Huzur Apart Otel,like name give peace mind short chat halil entrance greet friend many room surroundings clean clean tidy business like home environment park problem liquidate peace mind happen recommend stop,0.9612,positive,"{'positivity': 1.0, 'negativity': 1.625, 'objectivity': 25.375}",13.0
PORTOFİNO APART ŞUBE,great week,0.6249,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 2.0}",3.0
PORTOFİNO APART ŞUBE,great week,0.6249,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 2.0}",3.0
Ugur Apart Hotel,selective say feature person want different comment long vacation child child really comfortable thank god experience problem make food everything smooth recommend pool close sea market close sea burn barbecue rest,0.8332,positive,"{'positivity': 3.125, 'negativity': 2.75, 'objectivity': 24.125}",6.0
Ugur Apart Hotel,make reservation get price agree day go say price give valid day course keep room left leave person say want keep room ask want keep room give someone else find another place saturday crowd victimize adjusted budget leave victimized victimized set budget give price word game give price course oblige people oblige people take money soon return door,-0.7506,negative,"{'positivity': 1.75, 'negativity': 0.75, 'objectivity': 54.5}",-8.0
Ugur Apart Hotel,apartment near sea akyaka private pool plus value owner polite helpful shortage morning breakfast beaten,0.1027,positive,"{'positivity': 1.75, 'negativity': 0.125, 'objectivity': 12.125}",0.0
Ugur Apart Hotel,stay last room clean dead insect floor make vacation plan make reservation go room recommending ask never recommend,-0.5733,negative,"{'positivity': 1.0, 'negativity': 0.875, 'objectivity': 16.125}",1.0
Ugur Apart Hotel,uğur apart operator ferhat bey welcome smile face sincere stance take road fatigue clean safe give opportunity look another place would like thank family preference view apart silence beach proximity shop place separate beauty apart thank staff respect definitely recommend,0.9851,positive,"{'positivity': 4.875, 'negativity': 0.5, 'objectivity': 31.625}",22.0
Ugur Apart Hotel,say picky person feature person want different let comment long holiday child really comfortable thank god experience problem make food everything good recommend good pool close sea close market barbecue rest,0.9463,positive,"{'positivity': 3.625, 'negativity': 2.25, 'objectivity': 24.125}",12.0
Ugur Apart Hotel,agreed price day make reservation go told price give valid one day course not take room leave leave person give attitude full salesman like not want keep okay ill give room someone else naturally could not find another place saturday crowd victimize go adjusted budget accordingly play word give price course force people anyway logic get money get door go stay suggest sure price give,0.1048,positive,"{'positivity': 2.25, 'negativity': 3.625, 'objectivity': 57.125}",-3.0
Ugur Apart Hotel,apartment close sea white bank private pool also plus owner polite helpful boredom would not better breakfast,-0.2278,negative,"{'positivity': 2.25, 'negativity': 1.25, 'objectivity': 12.5}",6.0
Ugur Apart Hotel,stay last room clean dead insect everywhere plan holiday make reservation leave room soon enter used recommend everyone ask never recommend,0.5994,positive,"{'positivity': 0.875, 'negativity': 1.0, 'objectivity': 18.125}",2.0
Ugur Apart Hotel,ferhat manager uğur apartment welcome well smile face sincere attitude take away tiredness journey also clean safe caring nature give opportunity look another place would like thank family much first choice apartment view silence proximity beach shop area special beauty would also like thank staff best regard would definitely recommend,0.9922,positive,"{'positivity': 4.5, 'negativity': 1.125, 'objectivity': 39.375}",29.0
Deger Apart Akyaka,want stay pleasant clean apartment say address want vacation stay address walk distance sea pool clean kitchen utensil sufficient room spacious staff friendly thank wife loyal brother thank meet,0.9618,positive,"{'positivity': 1.5, 'negativity': 1.375, 'objectivity': 26.125}",19.0
Deger Apart Akyaka,family lover pleasant time quality safe holiday address address sadık abi miss right place place see house customer guest thank,0.9274,positive,"{'positivity': 1.625, 'negativity': 0.125, 'objectivity': 16.25}",6.0
Deger Apart Akyaka,satisfied daily holiday room clean common area hotel clean staff friendly location hotel within walk distance center akyaka recommend muğla go akyaka stay place easily wish loyal beye good business good customer,0.981,positive,"{'positivity': 2.875, 'negativity': 0.125, 'objectivity': 25.0}",20.0
